City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Bonavista,CA,48.6499,-53.1147,39.11,82,99,17.07,overcast clouds
457,Staraya Toropa,RU,56.2801,31.6702,26.04,66,100,5.79,overcast clouds
458,Banda Aceh,ID,5.5577,95.3222,81.79,73,94,7.14,overcast clouds
459,Springdale,US,36.1867,-94.1288,44.71,61,1,5.99,clear sky
460,Havelock,US,34.8791,-76.9013,51.03,92,97,1.99,overcast clouds
461,Masyaf,SY,35.0653,36.3406,52.7,72,0,1.36,clear sky
462,Komsomolskiy,UZ,40.4272,71.7189,35.02,55,3,4.61,haze
463,Yefremov,RU,53.1481,38.0992,25.03,78,100,6.89,light snow
464,Vardo,NO,70.3705,31.1107,29.35,49,100,20.09,overcast clouds
465,Jieshi,CN,22.8134,115.8257,57.94,59,100,12.44,overcast clouds
466,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.15,70,48,4.76,scattered clouds
467,Umm Kaddadah,SD,13.6017,26.6876,66.76,29,3,13.87,clear sky
468,Eufaula,US,31.8913,-85.1455,52.43,58,1,4.61,clear sky
469,Ca Mau,VN,9.1769,105.15,83.7,75,62,13.22,broken clouds
470,Vanavara,RU,60.34,102.2797,12.94,90,100,7.9,overcast clouds
471,Velasco Ibarra,EC,-1.05,-79.6167,76.95,67,100,2.64,overcast clouds
472,Gardenstown,GB,57.671,-2.336,45.09,82,98,17.72,overcast clouds
473,Kargasok,RU,59.0556,80.8572,23.86,88,99,15.88,overcast clouds
474,Smolensk,RU,55.0,33.0,25.25,73,100,4.32,overcast clouds
475,Ingham,US,42.6,-84.3833,28.17,73,1,0.0,clear sky
476,Kadur,IN,13.5533,76.0131,69.6,93,22,1.95,few clouds
477,Poronaysk,RU,49.2167,143.1167,33.24,100,100,7.83,light snow
478,Motygino,RU,58.1831,94.7592,27.05,86,62,10.04,broken clouds
479,Ahualulco,MX,22.4,-101.1667,57.02,84,93,8.08,overcast clouds
480,Warmbad,NA,-28.45,18.7333,59.2,73,0,7.74,clear sky
481,Luebo,CD,-5.35,21.4167,68.5,100,100,0.38,moderate rain
482,Emba,KZ,48.8264,58.1442,38.48,97,100,14.43,overcast clouds
483,Zile,TR,40.3031,35.8864,34.92,67,8,3.89,clear sky
484,Hami,CN,42.8,93.45,26.73,52,95,3.71,overcast clouds
485,Ashland,US,40.8167,-82.2665,31.51,81,4,8.97,clear sky
486,Moose Factory,CA,51.2585,-80.6094,19.4,86,90,16.11,light snow
487,Williams Lake,CA,52.1415,-122.1445,36.97,69,40,4.61,scattered clouds
488,Saintes,FR,45.6667,-0.75,44.35,67,100,19.1,overcast clouds
489,Yicheng,CN,31.3705,119.8703,43.12,33,100,7.25,overcast clouds
490,Ankang,CN,32.68,109.0172,46.83,48,14,2.64,few clouds
491,Semirom,IR,31.4167,51.5667,37.38,97,94,4.79,overcast clouds
492,Meoqui,MX,28.2833,-105.4833,57.74,36,100,5.68,overcast clouds
493,Bilibino,RU,68.0546,166.4372,-21.42,92,4,3.74,clear sky
494,Krasnogorskoye,RU,52.2953,86.1979,29.77,77,100,3.83,overcast clouds
495,Dhanwar,IN,24.4167,85.9833,67.71,49,0,4.12,clear sky
496,Lewisporte,CA,49.2499,-55.0482,40.14,79,100,12.55,overcast clouds
497,Bagdarin,RU,54.4333,113.6,-2.65,71,3,1.95,clear sky
498,Saldanha,ZA,-33.0117,17.9442,60.84,83,0,13.47,clear sky
499,Ulaangom,MN,49.9811,92.0667,9.05,81,51,1.95,broken clouds
500,Kilifarevo,BG,42.9833,25.6333,53.1,100,90,1.14,overcast clouds
501,Faya,SA,18.3851,42.4509,53.71,70,13,1.97,few clouds
502,Cayenne,GF,4.9333,-52.3333,80.1,85,40,1.01,scattered clouds
503,Pasni,PK,25.2631,63.471,72.97,27,72,14.61,broken clouds
504,Wabana,CA,47.6332,-52.9481,38.07,88,20,12.66,few clouds
505,Nishihara,JP,26.1842,127.7558,67.28,60,75,19.57,broken clouds
506,Westport,US,41.1415,-73.3579,40.75,56,1,1.99,clear sky
507,Aiquile,BO,-18.2041,-65.1807,63.7,72,100,3.78,overcast clouds
508,Sumter,US,28.7086,-82.0831,66.25,87,99,8.3,overcast clouds
509,Talnakh,RU,69.4865,88.3972,5.99,91,100,8.57,overcast clouds
510,Parsons,US,37.3403,-95.2611,44.71,56,17,7.4,few clouds
511,Bom Jesus,BR,-9.0744,-44.3586,80.53,59,99,1.72,moderate rain
512,Aden,YE,12.7794,45.0367,78.67,70,85,6.64,overcast clouds
513,Opuwo,NA,-18.0607,13.84,65.16,29,0,4.36,clear sky
514,Varhaug,NO,58.6147,5.6457,45.95,77,100,22.1,overcast clouds
515,Lakselv,NO,70.0513,24.9718,21.02,79,0,20.71,clear sky
516,Serenje,ZM,-13.2325,30.2352,64.99,87,96,2.64,overcast clouds
517,Belle Glade,US,26.6845,-80.6676,71.02,80,22,7.85,few clouds
518,Huangyan,CN,28.6478,121.2594,52.99,43,6,5.5,clear sky
519,Dickinson,US,29.4608,-95.0513,64.94,66,1,3.44,clear sky
520,Fukue,JP,32.6881,128.8419,52.16,76,40,12.66,scattered clouds
521,Isangel,VU,-19.55,169.2667,86.11,74,75,9.22,broken clouds
522,Tynda,RU,55.1667,124.7167,0.61,77,100,7.43,overcast clouds
523,Dimbokro,CI,6.6451,-4.7048,72.88,97,36,3.06,scattered clouds
524,Maniitsoq,GL,65.4167,-52.9,17.64,72,9,8.72,clear sky
525,Itacoatiara,BR,-3.1431,-58.4442,74.21,97,85,2.59,overcast clouds
526,Itarema,BR,-2.9248,-39.9167,80.33,82,100,15.05,overcast clouds
527,Cuiluan,CN,47.72,128.648,13.66,89,100,11.83,light snow
528,Iwaki,JP,37.05,140.8833,58.01,46,43,4.0,scattered clouds
529,Sembe,CG,1.6481,14.5806,70.36,91,37,0.67,scattered clouds
530,Benjamin Aceval,PY,-24.9667,-57.5667,82.6,50,87,5.28,overcast clouds
531,Brooks,CA,50.5834,-111.8851,48.83,33,98,11.5,overcast clouds
532,Laem Sing,TH,12.4816,102.0738,86.34,81,96,12.08,overcast clouds
533,Dwarka,IN,22.2394,68.9678,77.86,54,8,7.96,clear sky
534,Amos,CA,48.5669,-78.1162,14.27,89,96,7.92,overcast clouds
535,Dyersburg,US,36.0345,-89.3856,38.64,80,1,0.0,clear sky
536,Thatta,PK,24.7475,67.9235,68.61,23,4,6.91,clear sky
537,Hasaki,JP,35.7333,140.8333,59.29,71,100,16.62,overcast clouds
538,Honningsvag,NO,70.9821,25.9704,27.99,62,100,14.36,overcast clouds
539,Grand Gaube,MU,-20.0064,57.6608,72.37,75,0,5.99,clear sky
540,Imbituba,BR,-28.24,-48.6703,71.49,88,0,12.12,clear sky
541,Ati,TD,13.2154,18.3353,75.96,20,99,9.4,overcast clouds
542,Aljezur,PT,37.3191,-8.8033,54.48,68,47,9.4,scattered clouds
543,Worcester,US,42.3334,-71.8328,39.18,66,1,1.01,clear sky
544,Ape,LV,57.5393,26.6929,27.72,74,100,8.14,overcast clouds
545,Tongliao,CN,43.6125,122.2653,16.12,70,0,16.24,clear sky
546,Kieta,PG,-6.2167,155.6333,82.69,76,100,3.02,light rain
547,Nemuro,JP,43.3236,145.575,46.83,63,17,28.3,few clouds
548,Acari,PE,-15.4311,-74.6158,68.54,78,85,2.66,overcast clouds
549,Ginir,ET,7.1333,40.7,54.66,43,100,5.48,overcast clouds
550,Xanxere,BR,-26.8769,-52.4042,75.31,70,55,3.51,broken clouds
551,Rabo De Peixe,PT,37.8,-25.5833,67.28,99,40,16.11,scattered clouds
552,Mwinilunga,ZM,-11.7358,24.4293,60.44,99,100,0.6,moderate rain
553,Woodward,US,36.4337,-99.3904,53.73,41,1,5.75,clear sky
554,Torres,BR,-29.3353,-49.7269,71.83,82,0,6.22,clear sky
555,Pilikwe,BW,-22.799,27.1938,65.95,88,99,3.76,overcast clouds
556,Indiaroba,BR,-11.5192,-37.5117,76.93,87,86,5.93,overcast clouds
557,Monkey Bay,MW,-14.0728,34.9201,80.8,65,96,7.31,overcast clouds
558,Eureka,US,40.8021,-124.1637,50.25,72,0,1.72,clear sky
559,Shelburne,CA,44.0787,-80.2041,27.05,96,36,11.95,light snow
560,Wilkie,CA,52.4168,-108.7014,32.9,78,100,9.82,overcast clouds
561,Medea,DZ,36.2642,2.7539,37.85,73,0,4.59,clear sky
562,Pietarsaari,FI,63.65,22.6833,33.89,91,100,9.86,overcast clouds
563,Skibbereen,IE,51.55,-9.2667,37.2,77,2,4.65,clear sky
564,Jiuquan,CN,39.7432,98.5174,28.54,31,0,2.51,clear sky
565,Tual,ID,-5.6667,132.75,83.46,74,22,4.79,few clouds
566,Balkhash,KZ,46.844,74.9804,34.41,75,20,13.42,few clouds
567,Pemberton,CA,50.3164,-122.8027,39.06,97,100,5.1,overcast clouds
568,Harwich,GB,51.9419,1.2844,46.18,89,89,4.0,overcast clouds
569,Dordrecht,NL,51.81,4.6736,48.07,94,100,1.01,overcast clouds
570,Arroyo,ES,41.6096,-4.7969,44.19,85,90,1.01,overcast clouds
571,Mahibadhoo,MV,3.7833,72.9667,81.59,73,98,17.56,overcast clouds
572,Rudbar,AF,30.15,62.6,57.58,21,0,4.9,clear sky
573,Parvatipuram,IN,18.7833,83.4333,76.15,89,11,2.98,few clouds
574,Aksarka,RU,66.5606,67.7975,14.11,95,100,11.83,light snow
575,Boende,CD,-0.2167,20.8667,70.09,96,36,0.54,scattered clouds
576,Bure,ET,10.7,37.0667,54.19,72,67,4.61,broken clouds
577,Lunglei,IN,22.8833,92.7333,66.27,52,3,2.44,clear sky
578,Genhe,CN,50.7833,121.5167,7.88,44,100,9.51,overcast clouds
579,Aguimes,ES,27.9054,-15.4461,63.23,77,20,3.44,few clouds
580,Las Vegas,US,36.175,-115.1372,62.42,22,1,3.44,clear sky
581,Formosa,AR,-26.1775,-58.1781,80.58,78,0,3.44,clear sky
582,Coihaique,CL,-45.5752,-72.0662,45.45,85,96,5.59,overcast clouds
583,Leshan,CN,29.5623,103.7639,52.45,65,100,3.65,overcast clouds
584,Salmas,IR,38.1973,44.7653,29.39,74,0,2.42,clear sky
585,Mormugao,IN,15.4,73.8,76.26,94,40,4.61,mist
586,Kamen-Na-Obi,RU,53.7884,81.3423,28.42,95,100,18.61,light snow
587,Khani,GE,41.9563,42.9566,29.77,58,5,5.79,clear sky
588,Cururupu,BR,-1.8283,-44.8683,75.74,87,90,2.84,overcast clouds
589,Solnechnyy,RU,50.7214,136.6319,29.79,94,100,17.09,snow
590,Fremont,US,37.5483,-121.9886,64.18,70,1,1.99,clear sky
591,Moyobamba,PE,-6.05,-76.9667,65.64,98,86,1.28,overcast clouds
592,Tenenkou,ML,14.4572,-4.9169,77.14,27,63,10.18,broken clouds
593,Booue,GA,-0.0921,11.9385,72.1,98,81,1.3,light rain
594,Lasa,IT,46.6166,10.7002,40.37,91,78,2.28,broken clouds
595,Ust-Nera,RU,64.5667,143.2,-19.1,99,63,5.19,broken clouds
596,Korocha,RU,50.8107,37.1953,29.12,83,100,5.66,overcast clouds
597,Glace Bay,CA,46.1969,-59.957,52.93,88,90,14.0,overcast clouds
598,Maykopskoye,RU,45.3936,40.7658,39.47,82,2,7.25,clear sky
599,Chandbali,IN,20.7833,86.7667,77.4,81,28,3.24,scattered clouds
600,Richards Bay,ZA,-28.783,32.0377,69.87,91,100,12.48,light rain
601,Dinguiraye,GN,11.3,-10.7167,69.49,32,39,0.36,scattered clouds
602,Talara,PE,-4.5772,-81.2719,65.25,84,42,7.9,scattered clouds
603,Opotiki,NZ,-38.0833,177.2833,73.38,57,90,4.52,overcast clouds
604,Amarante,BR,-6.2411,-42.8547,81.73,60,99,2.64,light rain
605,Brasilia,BR,-15.7797,-47.9297,67.12,94,90,11.5,thunderstorm with light rain
606,Huittinen,FI,61.1833,22.7,31.59,94,100,4.94,overcast clouds
607,Margate,GB,51.3813,1.3862,46.69,82,70,1.99,broken clouds
608,Champerico,GT,14.3,-91.9167,81.28,75,100,4.07,overcast clouds
609,Kharan,PK,28.5833,65.4167,55.45,20,0,3.91,clear sky
610,Vila,PT,42.0304,-8.1588,39.33,83,87,6.17,overcast clouds
611,Vaitape,PF,-16.5167,-151.75,81.27,73,100,7.23,light rain
612,Ust-Kuyga,RU,70.0167,135.6,-24.74,100,85,5.44,overcast clouds
613,Ribnitz-Damgarten,DE,54.25,12.4667,48.11,66,95,17.45,overcast clouds
614,Safaga,EG,26.7292,33.9365,60.75,52,0,12.24,clear sky
615,Newton,US,42.337,-71.2092,42.55,53,75,1.01,broken clouds
616,Yeppoon,AU,-23.1333,150.7333,78.58,69,45,13.2,scattered clouds
617,Namatanai,PG,-3.6667,152.4333,83.43,73,92,9.62,light rain
618,Juneau,US,58.3019,-134.4197,35.6,95,90,6.91,mist
619,San Quintin,MX,30.4833,-115.95,66.02,61,96,6.44,overcast clouds
620,Port-Gentil,GA,-0.7193,8.7815,79.36,86,97,7.54,light rain
621,Jaroslaw,PL,50.0162,22.6778,37.31,81,97,7.81,overcast clouds
622,Alta Floresta,BR,-9.8756,-56.0861,71.44,96,100,3.02,heavy intensity rain
623,Inuvik,CA,68.3499,-133.7218,-13.94,76,75,2.3,light snow
624,Dawlatabad,AF,36.4141,64.9053,53.56,38,100,0.89,overcast clouds
625,Dingle,PH,10.9995,122.6711,84.7,76,39,12.75,scattered clouds
626,Valentin Gomez Farias,MX,28.2167,-106.5833,53.76,48,99,6.2,overcast clouds
627,Alma,CA,48.5501,-71.6491,26.1,69,81,10.94,broken clouds
628,Onalaska,US,43.8844,-91.2351,28.89,59,20,2.68,few clouds
629,Kamphaeng Phet,TH,16.25,99.5,78.84,75,26,10.71,scattered clouds
630,Camacupa,AO,-12.0167,17.4833,62.01,94,100,1.59,overcast clouds
631,High Level,CA,58.5169,-117.136,10.51,85,90,8.05,light snow
632,Katobu,ID,-4.9408,122.5276,89.13,58,10,1.48,clear sky
633,Shenjiamen,CN,29.9576,122.298,47.17,48,8,18.88,clear sky
634,Sechura,PE,-5.5569,-80.8222,67.28,73,53,10.65,broken clouds
635,Rundu,NA,-17.9333,19.7667,65.75,79,100,4.79,overcast clouds
636,Tevaitoa,PF,-16.7833,-151.5,81.1,75,100,8.81,overcast clouds
637,Innisfail,AU,-17.5333,146.0333,98.87,60,4,10.6,clear sky
638,Ketchikan,US,55.3422,-131.6461,42.78,93,90,3.44,light rain
639,Nouakchott,MR,18.0858,-15.9785,78.73,48,69,13.76,broken clouds
640,Tchibanga,GA,-2.85,11.0333,71.46,98,100,3.31,moderate rain
641,Blackfoot,US,43.1905,-112.345,41.54,53,16,4.14,few clouds
642,Roma,US,43.2128,-75.4557,32.9,91,90,11.5,light snow
643,Okhotsk,RU,59.3833,143.3,6.15,90,42,12.17,scattered clouds
644,Tingi,TZ,-11.3,35.0333,64.76,57,91,5.14,overcast clouds
645,Prince Rupert,CA,54.3161,-130.3201,42.89,74,90,8.05,light rain
646,Chibombo,ZM,-14.6569,28.0706,65.71,87,67,3.18,broken clouds
647,Boca Do Acre,BR,-8.7522,-67.3978,72.66,99,100,1.92,overcast clouds
648,Bemidji,US,47.4736,-94.8803,22.91,79,1,4.61,clear sky
649,Araouane,ML,18.9048,-3.5265,76.37,30,97,8.63,overcast clouds
650,San Cristobal,VE,7.7669,-72.225,69.98,98,55,1.66,broken clouds
651,Gat,IL,31.61,34.7642,58.41,62,0,3.62,clear sky
652,Atikokan,CA,48.7555,-91.6216,12.51,97,21,1.57,few clouds
653,Mercedes,AR,-34.6515,-59.4307,69.84,31,62,19.95,broken clouds
654,Zeya,RU,53.75,127.2667,17.91,62,100,14.97,overcast clouds
655,Turan,VN,16.0678,108.2208,78.78,78,75,13.8,broken clouds
656,Klaksvik,FO,62.2266,-6.589,47.32,79,100,30.09,overcast clouds
657,Annamalainagar,IN,11.4,79.7333,79.25,87,99,10.09,overcast clouds
658,Suleja,NG,9.1758,7.1808,75.09,42,98,4.32,overcast clouds
659,Damghan,IR,36.1683,54.348,43.92,73,0,1.83,clear sky
660,Ust-Tsilma,RU,65.441,52.1498,3.22,98,100,2.53,overcast clouds
661,Shu,KZ,43.5983,73.7614,37.35,63,94,6.2,overcast clouds
662,Brigantine,US,39.4101,-74.3646,42.03,58,68,18.39,broken clouds
663,New Ulm,US,44.3125,-94.4605,29.93,65,1,6.91,clear sky
664,Naranjal,EC,-2.6667,-79.6167,75.0,88,100,3.65,overcast clouds
665,Nezhinka,RU,51.7676,55.3694,14.16,92,40,4.47,scattered clouds
666,Camana,PE,-16.6228,-72.7111,66.65,81,100,4.05,overcast clouds
667,Roebourne,AU,-20.7833,117.1333,88.07,46,82,7.2,broken clouds
668,Zhanaozen,KZ,43.3,52.8,41.09,61,0,4.92,clear sky
669,Durban,ZA,-29.8579,31.0292,69.03,89,100,1.99,light rain
670,Tautira,PF,-17.7333,-149.15,84.22,78,76,12.37,light rain
671,Malchevskaya,RU,49.0552,40.3625,36.25,86,100,5.41,overcast clouds
672,Soyo,AO,-6.1349,12.3689,78.1,87,100,3.76,overcast clouds
673,Nazilli,TR,37.9163,28.3223,54.59,87,100,2.59,overcast clouds
674,Umm Lajj,SA,25.0213,37.2685,70.61,50,5,15.66,clear sky
675,Tuni,IN,17.35,82.55,77.86,84,26,2.44,scattered clouds
676,Kalmar,SE,56.6616,16.3616,38.97,97,87,9.22,overcast clouds
677,Anchorage,US,61.2181,-149.9003,8.64,77,90,3.44,light snow
678,Caraquet,CA,47.7941,-64.9386,42.35,94,100,18.3,moderate rain
679,Taltal,CL,-25.4,-70.4833,59.99,83,83,2.04,broken clouds
680,Enkhuizen,NL,52.7,5.2833,50.02,91,100,1.99,overcast clouds
681,Lingdong,CN,46.5669,131.1453,13.84,88,100,20.78,overcast clouds
682,Ponta Delgada,PT,37.7333,-25.6667,68.5,88,40,16.11,scattered clouds
683,Kolokani,ML,13.5728,-8.0339,74.35,26,63,9.64,broken clouds
684,San Carlos De Bariloche,AR,-41.1456,-71.3082,55.15,54,0,11.5,clear sky
685,Oda,JP,35.1833,132.5,47.17,64,100,27.07,overcast clouds
686,Kadnikov,RU,59.5022,40.338,17.35,89,66,10.18,broken clouds
