City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
267,Mackay,-21.15,149.2,73.04,83,11,4.61,AU,2021-11-21 15:24:37
268,Saint Simons,31.1352,-81.3901,63.01,87,90,11.5,US,2021-11-21 15:24:37
269,Cidreira,-30.1811,-50.2056,77.09,52,0,7.52,BR,2021-11-21 15:24:38
270,Rawson,-43.3002,-65.1023,57.96,74,100,14.23,AR,2021-11-21 15:20:49
271,Nelson Bay,-32.7167,152.15,64.11,93,100,4.0,AU,2021-11-21 15:24:38
272,Lufilufi,-13.8745,-171.5986,76.78,81,66,16.64,WS,2021-11-21 15:24:39
273,Hue,16.4667,107.6,75.31,94,20,2.3,VN,2021-11-21 15:24:39
274,Buraydah,26.326,43.975,75.65,33,21,8.9,SA,2021-11-21 15:24:39
275,Ondjiva,-17.0667,15.7333,94.01,11,69,8.05,AO,2021-11-21 15:25:40
276,Prienai,54.6333,23.95,39.94,92,100,14.34,LT,2021-11-21 15:25:40
277,Santa Cruz,-17.8,-63.1667,91.45,40,20,3.44,BO,2021-11-21 15:21:21
278,Monrovia,6.3005,-10.7969,87.57,71,24,6.71,LR,2021-11-21 15:25:41
279,Tomatlan,19.9333,-105.25,76.23,54,0,1.77,MX,2021-11-21 15:25:41
280,Westport,41.1415,-73.3579,51.4,69,1,1.99,US,2021-11-21 15:25:27
281,Quang Ngai,15.1167,108.8,75.52,92,52,2.44,VN,2021-11-21 15:25:42
282,Shingu,33.7333,135.9833,57.42,89,73,3.89,JP,2021-11-21 15:25:43
283,Figeac,44.75,1.9167,50.38,77,100,2.71,FR,2021-11-21 15:25:43
284,Lagoa,39.05,-27.9833,61.41,89,100,34.83,PT,2021-11-21 15:25:43
285,Ketchikan,55.3422,-131.6461,46.87,100,90,21.85,US,2021-11-21 15:25:44
286,North Bend,43.4065,-124.2243,44.08,76,80,5.93,US,2021-11-21 15:25:44
287,Lara,-38.0167,144.4,56.23,92,75,8.05,AU,2021-11-21 15:25:44
288,Santa Fe Do Sul,-20.2111,-50.9258,82.99,46,46,5.99,BR,2021-11-21 15:25:45
289,Vestmannaeyjar,63.4427,-20.2734,45.59,93,90,21.85,IS,2021-11-21 15:25:45
290,Terra Santa,-2.1042,-56.4869,87.85,59,98,4.56,BR,2021-11-21 15:25:46
291,Oneonta,42.4529,-75.0638,46.29,68,93,4.92,US,2021-11-21 15:25:41
292,Vao,-22.6667,167.4833,73.6,83,24,23.64,NC,2021-11-21 15:25:46
293,Sobolevo,54.4299,31.8996,42.01,93,100,17.98,RU,2021-11-21 15:25:47
294,Belaya Gora,68.5333,146.4167,-17.48,100,90,0.89,RU,2021-11-21 15:25:47
295,Meulaboh,4.1363,96.1285,75.9,90,100,2.91,ID,2021-11-21 15:25:48
296,Tanabe,33.7333,135.3667,58.91,87,85,5.88,JP,2021-11-21 15:25:48
297,Salalah,17.0151,54.0924,80.69,61,0,2.3,OM,2021-11-21 15:25:49
298,Salvador,13.8333,-88.9167,81.0,68,7,3.87,SV,2021-11-21 15:25:49
299,Shenjiamen,29.9576,122.298,58.6,91,100,30.33,CN,2021-11-21 15:25:50
300,Sinnamary,5.3833,-52.95,84.9,65,81,7.61,GF,2021-11-21 15:25:50
301,Lazaro Cardenas,17.9583,-102.2,78.67,62,0,3.91,MX,2021-11-21 15:25:51
302,Grindavik,63.8424,-22.4338,43.27,87,90,26.46,IS,2021-11-21 15:25:51
303,Roebourne,-20.7833,117.1333,81.77,45,100,9.31,AU,2021-11-21 15:25:52
304,Guozhen,34.3659,107.359,37.42,32,3,0.31,CN,2021-11-21 15:25:52
305,Hofn,64.2539,-15.2082,32.02,80,20,5.75,IS,2021-11-21 15:25:53
306,Vila Velha,-20.3297,-40.2925,69.75,88,75,15.99,BR,2021-11-21 15:24:43
307,Urengoy,65.9667,78.3667,6.84,94,100,16.98,RU,2021-11-21 15:25:53
308,Bajil,15.0584,43.2851,85.68,50,76,7.78,YE,2021-11-21 15:25:54
309,Paamiut,61.994,-49.6678,26.96,88,100,4.99,GL,2021-11-21 15:25:54
310,Arraial Do Cabo,-22.9661,-42.0278,76.96,57,40,11.5,BR,2021-11-21 15:25:54
311,Prado,-17.3411,-39.2208,71.2,97,98,7.14,BR,2021-11-21 15:25:55
312,Conakry,9.538,-13.6773,92.35,66,40,11.5,GN,2021-11-21 15:25:55
313,Sharya,58.3686,45.5144,27.19,91,100,10.42,RU,2021-11-21 15:25:56
314,Port Hardy,50.6996,-127.4199,44.6,93,90,18.41,CA,2021-11-21 15:25:56
315,Hit,33.6416,42.8251,68.43,40,94,6.64,IQ,2021-11-21 15:25:57
316,Mount Isa,-20.7333,139.5,83.97,34,2,11.5,AU,2021-11-21 15:25:57
317,Torbay,47.6666,-52.7314,35.58,67,75,13.8,CA,2021-11-21 15:26:58
318,Ahtopol,42.1,27.95,54.07,76,1,10.22,BG,2021-11-21 15:26:58
319,Griffith,41.5284,-87.4237,43.9,83,90,1.99,US,2021-11-21 15:26:59
320,Acarau,-2.8856,-40.12,89.8,52,31,17.2,BR,2021-11-21 15:27:00
321,Madimba,-10.4,40.3333,81.55,70,2,9.62,TZ,2021-11-21 15:27:00
322,Baiyin,36.5583,104.2081,18.48,44,0,1.05,CN,2021-11-21 15:27:01
323,Northam,51.0333,-4.2167,49.3,64,9,15.23,GB,2021-11-21 15:27:01
324,Port Hedland,-20.3167,118.5667,86.05,37,40,10.36,AU,2021-11-21 15:27:02
325,Tautira,-17.7333,-149.15,73.42,66,49,7.49,PF,2021-11-21 15:27:02
326,Samandag,36.0842,35.9771,59.52,61,31,8.93,TR,2021-11-21 15:27:02
327,Aktash,50.3,87.7333,2.79,72,72,6.2,RU,2021-11-21 15:27:03
328,Laem Sing,12.4816,102.0738,85.14,85,11,3.53,TH,2021-11-21 15:27:03
329,Qaqortoq,60.7167,-46.0333,32.5,99,100,7.45,GL,2021-11-21 15:27:04
330,Lorengau,-2.0226,147.2712,82.13,75,61,3.44,PG,2021-11-21 15:27:04
331,Waverly,42.7392,-84.6208,39.49,86,90,5.75,US,2021-11-21 15:27:05
332,Halifax,44.6453,-63.5724,43.09,85,100,1.14,CA,2021-11-21 15:26:02
333,Bathsheba,13.2167,-59.5167,86.61,62,20,14.97,BB,2021-11-21 15:27:05
334,Bima,-8.4667,118.7167,78.94,89,100,1.25,ID,2021-11-21 15:27:06
335,Harper,4.375,-7.7169,82.27,77,33,5.41,LR,2021-11-21 15:27:06
336,Constitucion,-35.3333,-72.4167,66.31,62,11,5.79,CL,2021-11-21 15:27:06
337,Faya,18.3851,42.4509,64.51,50,4,5.84,SA,2021-11-21 15:27:07
338,Karratha,-20.7377,116.8463,80.42,47,100,9.66,AU,2021-11-21 15:27:07
339,Bilsanda,28.25,79.95,66.04,30,0,8.05,IN,2021-11-21 15:27:08
340,Martapura,-3.4167,114.85,78.89,100,20,1.14,ID,2021-11-21 15:27:08
341,Bambous Virieux,-20.3428,57.7575,77.25,73,20,6.91,MU,2021-11-21 15:27:08
342,Dunedin,-45.8742,170.5036,52.21,91,100,10.47,NZ,2021-11-21 15:27:09
343,Aksha,50.2814,113.2867,8.44,75,46,9.37,RU,2021-11-21 15:27:09
344,Konya,38.1667,32.5,44.08,61,2,4.59,TR,2021-11-21 15:22:37
345,Yushala,57.0761,64.2601,22.75,92,100,12.46,RU,2021-11-21 15:27:10
346,Mayo,38.8876,-76.5119,51.24,66,75,5.01,US,2021-11-21 15:27:10
347,Alamosa,37.4695,-105.87,27.91,79,1,3.44,US,2021-11-21 15:27:11
348,Coffs Harbour,-30.3,153.1333,68.13,96,75,9.22,AU,2021-11-21 15:27:11
349,Salekhard,66.53,66.6019,11.75,95,100,10.04,RU,2021-11-21 15:27:11
350,Clyde River,70.4692,-68.5914,-5.57,84,96,3.44,CA,2021-11-21 15:27:12
351,Pankrushikha,53.8319,80.3406,20.84,81,100,13.62,RU,2021-11-21 15:27:12
352,Alta Floresta,-9.8756,-56.0861,87.62,62,40,4.61,BR,2021-11-21 15:27:13
353,Comodoro Rivadavia,-45.8667,-67.5,57.06,54,40,13.8,AR,2021-11-21 15:27:13
354,Worland,44.0169,-107.9554,33.55,93,1,5.75,US,2021-11-21 15:27:13
355,Dingle,10.9995,122.6711,77.45,90,26,4.38,PH,2021-11-21 15:27:14
356,Bardiyah,31.7561,25.0865,66.15,55,13,1.74,LY,2021-11-21 15:27:14
357,Taltal,-25.4,-70.4833,69.19,60,62,8.59,CL,2021-11-21 15:27:15
358,Cestas,44.7435,-0.6791,47.86,93,90,6.91,FR,2021-11-21 15:27:15
359,Nhulunbuy,-12.2333,136.7667,79.41,83,75,3.44,AU,2021-11-21 15:27:16
360,Hualmay,-11.0964,-77.6139,68.99,75,100,9.04,PE,2021-11-21 15:27:16
361,Iqaluit,63.7506,-68.5145,10.13,85,75,2.3,CA,2021-11-21 15:27:17
362,Severo-Yeniseyskiy,60.3725,93.0408,6.58,94,100,3.94,RU,2021-11-21 15:28:17
363,Imeni Poliny Osipenko,52.4201,136.4853,-5.24,99,10,3.09,RU,2021-11-21 15:28:18
364,Ust-Tsilma,65.441,52.1498,21.02,96,100,5.14,RU,2021-11-21 15:28:18
365,Zvishavane,-20.3267,30.0665,72.18,76,100,8.86,ZW,2021-11-21 15:28:18
366,Kumphawapi,17.1087,103.0149,83.71,99,8,3.36,TH,2021-11-21 15:28:19
367,Leua,48.2156,18.6071,50.5,76,61,3.71,SK,2021-11-21 15:28:20
368,Seoul,37.5683,126.9778,50.41,81,90,16.11,KR,2021-11-21 15:23:41
369,Samarai,-10.6167,150.6667,81.07,82,10,6.93,PG,2021-11-21 15:28:20
370,Anchorage,61.2181,-149.9003,9.19,74,1,4.0,US,2021-11-21 15:28:21
371,Port Macquarie,-31.4333,152.9167,66.09,94,75,10.36,AU,2021-11-21 15:25:34
372,Tutoia,-2.7619,-42.2744,91.38,59,99,15.37,BR,2021-11-21 15:28:21
373,Hervey Bay,-25.2986,152.8535,76.03,76,97,5.99,AU,2021-11-21 15:28:22
374,San Quintin,30.4833,-115.95,61.75,74,100,2.53,MX,2021-11-21 15:28:22
375,Nokaneng,-19.6667,22.2667,86.13,36,100,6.71,BW,2021-11-21 15:28:23
376,Prince Rupert,54.3161,-130.3201,47.89,79,90,17.27,CA,2021-11-21 15:25:22
377,Mehtar Lam,34.6714,70.2094,61.11,16,0,4.47,AF,2021-11-21 15:28:23
378,Dumai,1.6833,101.45,76.53,95,62,2.73,ID,2021-11-21 15:28:23
379,Tura,25.5198,90.2201,64.09,73,0,3.2,IN,2021-11-21 15:28:24
380,Sabzevar,36.2126,57.6819,51.08,35,75,0.0,IR,2021-11-21 15:28:24
381,Kindu,-2.95,25.95,75.88,95,100,2.64,CD,2021-11-21 15:28:25
382,Celestun,20.8667,-90.4,79.23,74,21,9.1,MX,2021-11-21 15:28:25
383,Burgthann,49.352,11.3115,41.13,82,29,3.74,DE,2021-11-21 15:28:26
384,Perbaungan,3.5679,98.956,80.71,89,100,4.16,ID,2021-11-21 15:28:26
385,Kushima,31.4583,131.2333,67.32,80,99,6.76,JP,2021-11-21 15:28:27
386,Zyryanka,65.75,150.85,-9.4,98,100,5.46,RU,2021-11-21 15:28:27
387,Naze,28.3667,129.4833,69.73,82,97,11.45,JP,2021-11-21 15:28:27
388,Rancho Palos Verdes,33.7445,-118.387,71.4,54,0,3.0,US,2021-11-21 15:28:28
389,Aswan,24.0934,32.907,73.72,25,0,9.64,EG,2021-11-21 15:28:29
390,Nome,64.5011,-165.4064,-5.73,77,1,4.61,US,2021-11-21 15:28:29
391,Aripuana,-9.1667,-60.6333,88.11,58,98,2.1,BR,2021-11-21 15:28:29
392,Shimoda,34.6667,138.95,56.1,86,100,15.17,JP,2021-11-21 15:28:30
393,Ambositra,-20.5167,47.25,70.36,65,99,5.77,MG,2021-11-21 15:28:30
394,Olafsvik,64.8945,-23.7142,43.7,88,100,22.24,IS,2021-11-21 15:28:30
395,Bandarbeyla,9.4942,50.8122,78.06,69,2,10.54,SO,2021-11-21 15:28:31
396,Mubi,10.2676,13.2644,94.8,13,98,9.42,NG,2021-11-21 15:28:32
397,Nioaque,-21.1353,-55.83,91.44,41,46,5.35,BR,2021-11-21 15:28:32
398,Tulua,4.0847,-76.1954,75.02,87,99,1.01,CO,2021-11-21 15:28:33
399,Pedra Azul,-16.0053,-41.2972,75.72,79,100,4.68,BR,2021-11-21 15:28:33
400,Zhezkazgan,47.8043,67.7144,28.51,80,100,14.34,KZ,2021-11-21 15:28:34
401,Elizabeth City,36.2946,-76.2511,60.98,88,20,1.01,US,2021-11-21 15:28:34
402,Peniche,39.3558,-9.3811,65.75,73,12,7.29,PT,2021-11-21 15:28:35
403,Longford,53.7333,-7.8,46.26,69,8,10.94,IE,2021-11-21 15:28:36
404,Fonte Boa,-2.4959,-66.2662,82.29,79,100,0.69,BR,2021-11-21 15:28:36
405,Sambava,-14.2667,50.1667,77.95,70,16,5.44,MG,2021-11-21 15:28:36
406,Jiexiu,37.0244,111.9125,27.73,18,0,11.52,CN,2021-11-21 15:28:37
407,Thibodaux,29.7958,-90.8229,72.99,74,3,5.82,US,2021-11-21 15:25:39
408,Pisco,-13.7,-76.2167,70.02,77,90,6.91,PE,2021-11-21 15:24:50
409,Clarence Town,-32.5833,151.7833,64.85,97,100,11.12,AU,2021-11-21 15:29:37
410,Birao,10.2849,22.7882,92.12,14,9,8.55,CF,2021-11-21 15:29:38
411,Dickinson,29.4608,-95.0513,75.97,88,1,3.0,US,2021-11-21 15:26:22
412,Mandalgovi,45.7625,106.2708,7.2,38,0,5.53,MN,2021-11-21 15:29:38
413,Palmer,42.1584,-72.3287,49.64,60,40,1.01,US,2021-11-21 15:29:08
414,Itapaci,-14.9508,-49.5494,82.54,68,97,0.56,BR,2021-11-21 15:29:39
415,Bouna,9.2667,-3.0,98.98,12,4,7.83,CI,2021-11-21 15:29:39
416,Padang,-0.9492,100.3543,78.85,82,99,1.72,ID,2021-11-21 15:29:39
417,Bourail,-21.5667,165.4833,72.61,85,65,3.38,NC,2021-11-21 15:29:40
418,Nivala,63.9167,24.9667,24.19,58,11,11.27,FI,2021-11-21 15:29:40
419,Raudeberg,61.9875,5.1352,38.8,86,99,17.49,NO,2021-11-21 15:29:41
420,Vigrestad,58.5667,5.7,40.68,72,1,11.59,NO,2021-11-21 15:29:41
421,Muyezerskiy,63.9333,31.65,22.3,91,100,11.92,RU,2021-11-21 15:29:42
422,Itirucu,-13.5317,-40.1503,81.99,49,46,4.92,BR,2021-11-21 15:29:42
423,Narsaq,60.9167,-46.05,32.22,99,100,6.08,GL,2021-11-21 15:29:43
424,Sable-Sur-Sarthe,47.8376,-0.3329,48.45,86,100,12.97,FR,2021-11-21 15:29:43
425,Ust-Shonosha,61.1531,41.343,27.23,94,98,7.27,RU,2021-11-21 15:29:44
426,Scarborough,54.2797,-0.4044,43.52,79,61,5.01,GB,2021-11-21 15:27:25
427,Poum,-20.2333,164.0167,76.05,78,5,6.31,NC,2021-11-21 15:29:45
428,Caraballeda,10.6112,-66.8522,89.37,48,100,7.85,VE,2021-11-21 15:29:45
429,Atoka,34.4001,-96.0169,64.38,91,100,6.22,US,2021-11-21 15:29:46
430,Boyuibe,-20.4167,-63.2833,87.71,30,2,7.87,BO,2021-11-21 15:29:46
431,Nador,35.174,-2.9287,68.07,55,0,5.75,MA,2021-11-21 15:29:46
432,Sisimiut,66.9395,-53.6735,22.26,86,100,5.99,GL,2021-11-21 15:29:47
433,Groa,62.65,8.7167,33.89,98,100,4.72,NO,2021-11-21 15:29:47
434,Aron,24.3833,77.4167,71.65,49,3,5.99,IN,2021-11-21 15:29:48
435,Scituate,42.1959,-70.7259,52.18,79,20,1.99,US,2021-11-21 15:29:48
436,Svetlogorsk,52.6333,29.7333,45.79,76,100,17.31,BY,2021-11-21 15:29:48
437,Seydi,39.4816,62.9137,49.84,28,71,3.58,TM,2021-11-21 15:29:49
438,Ailigandi,9.2333,-78.0167,81.46,77,100,0.54,PA,2021-11-21 15:29:49
439,Vrangel,42.7297,133.0839,41.5,84,100,24.74,RU,2021-11-21 15:29:49
440,Colares,38.7992,-9.4469,66.79,69,20,8.01,PT,2021-11-21 15:29:50
441,Atar,20.5169,-13.0499,95.14,14,98,3.62,MR,2021-11-21 15:29:50
442,Pauini,-7.7136,-66.9764,80.98,74,100,0.56,BR,2021-11-21 15:29:51
443,Miles City,46.4083,-105.8406,27.52,86,1,3.44,US,2021-11-21 15:29:51
444,Sorong,-0.8833,131.25,82.24,77,95,8.28,ID,2021-11-21 15:29:51
445,Namatanai,-3.6667,152.4333,78.84,83,68,6.69,PG,2021-11-21 15:29:52
446,Fairbanks,64.8378,-147.7164,-19.39,70,1,0.0,US,2021-11-21 15:27:14
447,Cooma,-36.2333,149.1333,47.97,100,90,6.91,AU,2021-11-21 15:29:52
448,Hampton,37.0299,-76.3452,59.2,82,40,0.0,US,2021-11-21 15:29:53
449,Hamilton,39.1834,-84.5333,43.65,94,90,3.0,US,2021-11-21 15:29:53
450,Assiniboia,49.6334,-105.9845,12.11,79,100,3.44,CA,2021-11-21 15:29:54
451,Kamyshin,50.0983,45.416,37.65,77,18,14.9,RU,2021-11-21 15:29:54
452,Pijino,9.3291,-74.453,81.41,81,100,4.43,CO,2021-11-21 15:29:55
453,Timra,62.487,17.3257,28.67,62,0,10.36,SE,2021-11-21 15:29:56
454,Panjab,34.388,67.0233,31.12,40,0,3.18,AF,2021-11-21 15:29:56
455,Xai-Xai,-25.0519,33.6442,73.85,69,100,13.13,MZ,2021-11-21 15:30:57
456,Lardos,36.0942,28.0157,62.42,63,0,3.24,GR,2021-11-21 15:30:57
457,Dukat,62.55,155.55,-16.58,100,89,4.59,RU,2021-11-21 15:30:58
458,Saint-Augustin,51.226,-58.6502,33.71,64,81,11.05,CA,2021-11-21 15:30:58
459,Umm Lajj,25.0213,37.2685,75.07,43,3,9.24,SA,2021-11-21 15:30:59
460,Indiaroba,-11.5192,-37.5117,87.33,55,92,9.46,BR,2021-11-21 15:30:59
461,Camacha,33.0833,-16.3333,63.82,77,20,12.66,PT,2021-11-21 15:31:00
462,Verkhoyansk,67.5447,133.385,-19.5,100,100,0.25,RU,2021-11-21 15:31:00
463,Tukrah,32.5341,20.5791,65.7,67,6,7.4,LY,2021-11-21 15:31:01
464,Yerbogachen,61.2767,108.0108,-17.27,100,34,2.82,RU,2021-11-21 15:31:01
465,Bilibino,68.0546,166.4372,-17.72,84,1,3.06,RU,2021-11-21 15:31:02
466,Terrassa,41.5667,2.0167,62.44,67,20,1.99,ES,2021-11-21 15:31:02
467,Kawalu,-7.3817,108.2082,73.4,95,70,2.66,ID,2021-11-21 15:31:03
468,Tezu,27.9167,96.1667,69.37,55,100,2.33,IN,2021-11-21 15:31:04
469,Iskateley,67.6803,53.1512,9.28,96,93,6.53,RU,2021-11-21 15:31:04
470,Moree,-29.4667,149.85,64.42,94,90,6.91,AU,2021-11-21 15:31:05
471,Hun,29.1268,15.9477,66.31,41,71,4.32,LY,2021-11-21 15:31:06
472,Telimele,10.9167,-13.3333,92.75,24,1,2.62,GN,2021-11-21 15:31:06
473,Fayaoue,-20.65,166.5333,78.64,72,69,16.87,NC,2021-11-21 15:31:06
474,Ust-Kuyga,70.0167,135.6,-11.07,99,100,2.48,RU,2021-11-21 15:31:07
475,Hokitika,-42.7167,170.9667,55.11,88,91,4.99,NZ,2021-11-21 15:31:08
476,Vestmanna,62.1564,-7.1664,40.12,75,75,17.27,FO,2021-11-21 15:31:08
477,Ergani,38.2653,39.7621,52.52,69,58,3.31,TR,2021-11-21 15:31:09
478,Margate,51.3813,1.3862,47.91,75,40,26.96,GB,2021-11-21 15:30:24
479,La Paz,-16.5,-68.15,60.78,47,40,8.05,BO,2021-11-21 15:30:03
480,Kyra,49.5776,111.9753,2.59,82,50,6.4,RU,2021-11-21 15:31:10
481,Chapais,49.7834,-74.8492,31.78,75,15,7.61,CA,2021-11-21 15:31:10
482,Guerrero Negro,27.9769,-114.0611,64.49,79,100,4.27,MX,2021-11-21 15:31:11
483,Banepa,27.6298,85.5214,55.72,94,20,3.44,NP,2021-11-21 15:31:11
484,Ayan,56.45,138.1667,5.22,77,2,11.97,RU,2021-11-21 15:31:12
485,College,64.8569,-147.8028,-15.14,70,20,0.0,US,2021-11-21 15:31:12
486,Pilar,-9.5972,-35.9567,89.53,43,37,13.58,BR,2021-11-21 15:31:12
487,Cockburn Town,21.4612,-71.1419,81.12,68,100,12.75,TC,2021-11-21 15:31:13
488,Klaeng,12.7797,101.6483,80.94,87,53,1.32,TH,2021-11-21 15:31:14
489,Henties Bay,-22.116,14.2845,64.85,79,3,14.12,NA,2021-11-21 15:31:14
490,Hargeysa,9.56,44.065,70.68,62,86,13.06,SO,2021-11-21 15:31:14
491,Mehamn,71.0357,27.8492,25.99,54,100,9.24,NO,2021-11-21 15:31:15
492,Mirnyy,62.5353,113.9611,-13.13,100,100,1.12,RU,2021-11-21 15:31:15
493,Marawi,7.9986,124.2928,67.64,93,75,1.74,PH,2021-11-21 15:31:16
494,Yangcun,39.3639,117.0603,36.0,30,0,18.03,CN,2021-11-21 15:31:17
495,Troitsko-Pechorsk,62.7084,56.1964,18.37,95,100,6.8,RU,2021-11-21 15:31:17
496,Noyabrsk,63.1994,75.4507,18.03,95,100,15.43,RU,2021-11-21 15:31:18
497,Baykit,61.67,96.37,2.34,98,100,3.38,RU,2021-11-21 15:31:18
498,Shushtar,32.0455,48.8567,70.92,70,58,5.68,IR,2021-11-21 15:31:19
499,Kyren,51.6828,102.1408,4.71,84,54,2.48,RU,2021-11-21 15:32:19
500,Hami,42.8,93.45,26.44,47,0,3.18,CN,2021-11-21 15:32:20
501,Saint-Georges,12.0564,-61.7485,85.68,70,20,23.02,GD,2021-11-21 15:32:20
502,Aykhal,66.0,111.5,-11.85,96,100,5.1,RU,2021-11-21 15:32:21
503,Huadian,42.9633,126.7478,28.18,96,100,8.66,CN,2021-11-21 15:32:22
504,Beringovskiy,63.05,179.3167,0.59,98,97,11.88,RU,2021-11-21 15:32:22
505,Skibbereen,51.55,-9.2667,46.2,68,3,15.23,IE,2021-11-21 15:32:23
506,Mogadishu,2.0371,45.3438,80.24,72,42,14.07,SO,2021-11-21 15:28:52
507,Severodvinsk,64.5635,39.8302,24.91,97,100,5.84,RU,2021-11-21 15:32:23
508,Tabou,4.423,-7.3528,82.36,77,23,6.42,CI,2021-11-21 15:32:24
509,Bani,18.2833,-70.3333,84.85,54,95,7.34,DO,2021-11-21 15:32:16
510,Lebu,-37.6167,-73.65,61.2,74,2,18.37,CL,2021-11-21 15:31:02
511,Polunochnoye,60.8697,60.4153,20.17,97,100,2.86,RU,2021-11-21 15:32:25
512,Tambacounda,13.7539,-13.7586,105.85,9,0,9.22,SN,2021-11-21 15:32:25
513,Necochea,-38.5473,-58.7368,76.03,45,16,15.43,AR,2021-11-21 15:32:26
514,Sao Jose Da Coroa Grande,-8.8978,-35.1478,83.35,64,47,10.6,BR,2021-11-21 15:32:26
515,Muriwai Beach,-36.8167,174.45,64.96,93,99,1.7,NZ,2021-11-21 15:32:26
516,Motygino,58.1831,94.7592,11.23,99,100,2.24,RU,2021-11-21 15:32:27
517,Cajati,-24.7361,-48.1228,82.53,39,23,4.85,BR,2021-11-21 15:32:27
518,Barreirinhas,-2.7469,-42.8264,90.99,50,99,13.94,BR,2021-11-21 15:32:28
519,Banjar,-8.19,114.9675,80.46,90,99,3.02,ID,2021-11-21 15:32:28
520,Sunggal,3.5765,98.6151,80.58,88,40,3.0,ID,2021-11-21 15:32:29
521,Kimbe,-5.5502,150.1429,74.89,93,52,2.15,PG,2021-11-21 15:32:29
522,Saint Anthony,45.0205,-93.218,39.13,70,75,5.99,US,2021-11-21 15:32:30
523,Oistins,13.0667,-59.5333,86.09,62,20,14.97,BB,2021-11-21 15:32:31
524,Atasu,48.6814,71.6433,24.12,75,99,13.15,KZ,2021-11-21 15:32:31
525,Andenes,69.3143,16.1194,28.38,80,40,3.44,NO,2021-11-21 15:32:32
526,Saint-Joseph,-21.3667,55.6167,77.38,75,28,6.26,RE,2021-11-21 15:32:32
527,Cap Malheureux,-19.9842,57.6142,77.49,66,0,5.01,MU,2021-11-21 15:32:33
528,Bundaberg,-24.85,152.35,76.21,80,82,3.0,AU,2021-11-21 15:32:33
529,Miri,4.4148,114.0089,78.94,94,40,3.44,MY,2021-11-21 15:32:34
530,Arandis,-22.4167,14.9667,58.46,42,0,13.31,NA,2021-11-21 15:32:34
531,Santa Isabel Do Rio Negro,-0.4139,-65.0192,73.58,99,100,3.24,BR,2021-11-21 15:32:35
532,Chaplynka,46.3651,33.5403,46.51,89,13,8.57,UA,2021-11-21 15:32:36
533,Peleduy,59.6289,112.7406,-11.63,100,82,1.92,RU,2021-11-21 15:32:37
534,Pinotepa Nacional,16.3167,-98.0167,86.54,49,0,1.3,MX,2021-11-21 15:32:37
